company_name,ticker,esg_score,risk_level,page_number
Dubai Electricity & Water Authority,DFM:DEWA,31.8,High ESG Risk,364
Dubai Financial Market PJSC,DFM:DFM,22.9,Medium ESG Risk,364
Dubai Investments PJSC,DFM:DIC,31.7,High ESG Risk,364
Dubai Islamic Bank PJSC,DFM:DIB,24.9,Medium ESG Risk,364
"Ducommun, Inc.",NYS:DCO,37.5,High ESG Risk,364
"Duk San Neolux Co., Ltd.",KRX:213420,24.2,Medium ESG Risk,364
Duke Energy Corp.,NYS:DUK,26.8,Medium ESG Risk,364
Duke University,-,13.8,Low ESG Risk,364
"Duke University Health System, Inc.",-,29.6,Medium ESG Risk,364
Dukhan Bank QPSC,DSMD:DUBK,37.5,High ESG Risk,365
"Duluth Holdings, Inc.",NAS:DLTH,25.8,Medium ESG Risk,365
"Dun & Bradstreet Holdings, Inc.",NYS:DNB,18.2,Low ESG Risk,365
"Dundee Precious Metals, Inc.",TSE:DPM,29,Medium ESG Risk,365
Dunelm Group Plc,LON:DNLM,9.8,Negligible ESG Risk,365
Duni AB,OME:DUNI,10.6,Low ESG Risk,365
"Duolingo, Inc.",NAS:DUOL,27,Medium ESG Risk,365
"DuPont de Nemours, Inc.",NYS:DD,26.5,Medium ESG Risk,365
Dur Hospitality Co.,-,34.8,High ESG Risk,365
Duroc AB,OME:DURC.B,36.4,High ESG Risk,365
Dürr AG,ETR:DUE,21.5,Medium ESG Risk,366
"Duskin Co., Ltd.",TKS:4665,16.9,Low ESG Risk,366
Dustin Group AB,OME:DUST,15.2,Low ESG Risk,366
"Dutch Bros, Inc.",NYS:BROS,38.9,High ESG Risk,366
Dwarikesh Sugar Industries Ltd.,BOM:532610,43.4,Severe ESG Risk,366
DWS Group GmbH & Co. KGaA,ETR:DWS,18.8,Low ESG Risk,366
DXC Technology Co.,NYS:DXC,15.3,Low ESG Risk,366
"DXP Enterprises, Inc.",NAS:DXPE,25.1,Medium ESG Risk,366
Dyaco International Inc.,TAI:1598,10.6,Low ESG Risk,366
"Dycom Industries, Inc.",NYS:DY,40.3,Severe ESG Risk,366
"DyDo Group Holdings, Inc.",TKS:2590,49.3,Severe ESG Risk,367
Dye & Durham Ltd.,TSE:DND,25,Medium ESG Risk,367
Dynagreen Environmental Protection Group Co. Ltd.,HKG:1330,25.2,Medium ESG Risk,367
"Dynamic Holding Co., Ltd.",TAI:3715,20.9,Medium ESG Risk,367
Dynapack International Technology Corp.,ROCO:3211,25,Medium ESG Risk,367
Dynasty Ceramic Public Co. Ltd.,BKK:DCC,25,Medium ESG Risk,367
"Dynatrace, Inc.",NYS:DT,15,Low ESG Risk,367
Dynavax Technologies Corp.,NAS:DVAX,27.7,Medium ESG Risk,367
"Dyne Therapeutics, Inc.",NAS:DYN,26,Medium ESG Risk,367
"Dynex Capital, Inc.",NYS:DX,15.8,Low ESG Risk,367
DZ BANK AG Deutsche Zentral-Genossenschaftsbank,-,17.2,Low ESG Risk,368
DZ HYP AG,-,13.6,Low ESG Risk,368
"DZS, Inc.",OTC:DZSI,22.1,Medium ESG Risk,368
"E Ink Holdings, Inc.",ROCO:8069,17.5,Low ESG Risk,368
E-Commodities Holdings Ltd.,HKG:1733,44.8,Severe ESG Risk,368
e-Finance for Digital & Financial Investments SAE,CAI:EFIH,29,Medium ESG Risk,368
E-L Financial Corp. Ltd.,TSE:ELF,35.3,High ESG Risk,368
"E-Mart, Inc.",KRX:139480,20.8,Medium ESG Risk,368
E.I.D.-Parry (India) Ltd.,BOM:500125,38.3,High ESG Risk,368
"e.l.f. Beauty, Inc.",NYS:ELF,21.5,Medium ESG Risk,368
E.ON SE,ETR:EOAN,20.2,Medium ESG Risk,369
"E.SUN Financial Holding Co., Ltd.",TAI:2884,10.9,Low ESG Risk,369
E1 Corp.,KRX:017940,35.4,High ESG Risk,369
"E2open Parent Holdings, Inc.",NYS:ETWO,14.1,Low ESG Risk,369
Eagers Automotive Ltd.,ASX:APE,13.5,Low ESG Risk,369
"Eagle Bancorp, Inc. (Maryland)",NAS:EGBN,29,Medium ESG Risk,369
"Eagle Bulk Shipping, Inc.",-,21.4,Medium ESG Risk,369
Eagle Industry Co. Ltd.,TKS:6486,21.1,Medium ESG Risk,369
"Eagle Materials, Inc.",NYS:EXP,36,High ESG Risk,369
Eagle Parent Holdings LP,-,36.4,High ESG Risk,369
"Eagle Pharmaceuticals, Inc.",OTC:EGRX,23.9,Medium ESG Risk,370
Earth Corp.,TKS:4985,25.3,Medium ESG Risk,370
East Buy Holding Ltd.,HKG:1797,16.5,Low ESG Risk,370
"East Group Co., Ltd.",SHE:300376,28.4,Medium ESG Risk,370
East Japan Railway Co.,TKS:9020,32.5,High ESG Risk,370
"East Money Information Co., Ltd.",SHE:300059,26.6,Medium ESG Risk,370
East Nippon Expressway Co. Ltd.,-,10.6,Low ESG Risk,370
"East West Bancorp, Inc.",NAS:EWBC,25.9,Medium ESG Risk,370
"Easterly Government Properties, Inc.",NYS:DEA,15.8,Low ESG Risk,370
Eastern & Southern African Trade & Development Bank,-,30.6,High ESG Risk,370
"Eastern Air Logistics Co., Ltd.",SHG:601156,22.6,Medium ESG Risk,371
"Eastern Bankshares, Inc.",NAS:EBC,30.6,High ESG Risk,371
Eastern Co. (Egypt),CAI:EAST,34.7,High ESG Risk,371
"Eastern Communications Co., Ltd.",SHG:600776,24.1,Medium ESG Risk,371
"Eastern Polymer Group Public Co., Ltd.",BKK:EPG,22.2,Medium ESG Risk,371
Eastern Province Cement Co.,SAU:3080,41.8,Severe ESG Risk,371
"EastGroup Properties, Inc.",NYS:EGP,12.8,Low ESG Risk,371
Eastman Chemical Co.,NYS:EMN,24.6,Medium ESG Risk,371
Eastman Kodak Co.,NYS:KODK,23,Medium ESG Risk,371
Eastnine AB,OME:EAST,13.1,Low ESG Risk,371
"Eastroc Beverage (Group) Co., Ltd.",SHG:605499,36.7,High ESG Risk,372
Easy Trip Planners Ltd.,BOM:543272,18.9,Low ESG Risk,372
"Easyhome New Retail Group Co., Ltd.",SHE:000785,21.5,Medium ESG Risk,372
easyJet Plc,LON:EZJ,21.5,Medium ESG Risk,372
Eaton Corp.,-,24.1,Medium ESG Risk,372
Eaton Corp. Plc,NYS:ETN,20.4,Medium ESG Risk,372
Ebara Corp.,TKS:6361,23,Medium ESG Risk,372
"eBASE Co., Ltd.",TKS:3835,25.3,Medium ESG Risk,372
"eBay, Inc.",NAS:EBAY,15.4,Low ESG Risk,372
"Ebix, Inc.",-,27.8,Medium ESG Risk,372
EBOS Group Ltd.,NZE:EBO,14.7,Low ESG Risk,373
Ebro Foods SA,MCE:EBRO,26.8,Medium ESG Risk,373
EC Healthcare,HKG:2138,17.1,Low ESG Risk,373
EchoStar Corp.,NAS:SATS,27.8,Medium ESG Risk,373
Eckert & Ziegler SE,ETR:EUZ,33.5,High ESG Risk,373
"Eclat Textile Co., Ltd.",TAI:1476,15.1,Low ESG Risk,373
eClerx Services Ltd.,BOM:532927,14.6,Low ESG Risk,373
ECN Capital Corp.,TSE:ECN,27,Medium ESG Risk,373
Eco World Development Group Bhd.,KLS:8206,12.5,Low ESG Risk,373
"Ecobank Transnational, Inc.",NSA:ETI,24.7,Medium ESG Risk,373
"Ecolab, Inc.",NYS:ECL,23.9,Medium ESG Risk,374
Ecopetrol SA,BOG:ECOPETROL,30.8,High ESG Risk,374
"Ecopro BM Co., Ltd.",KRX:247540,32,High ESG Risk,374
"ECOPRO Co., Ltd.",KRX:086520,38.2,High ESG Risk,374
"Ecopro HN Co., Ltd.",KRX:383310,34.6,High ESG Risk,374
ECOPRO Materials Co Ltd.,KRX:450080,31.7,High ESG Risk,374
Ecora Resources Plc,LON:ECOR,7.7,Negligible ESG Risk,374
EcoRodovias Infraestrutura e Logística SA,BSP:ECOR3,12.4,Low ESG Risk,374
"Ecovacs Robotics Co., Ltd.",SHG:603486,33.5,High ESG Risk,374
ECOVE Environment Corp.,ROCO:6803,10.6,Low ESG Risk,374
"Ecovyst, Inc.",NYS:ECVT,31.4,High ESG Risk,375
Eczacibasi Yatirim Holding Ortakligi AS,IST:ECZYT.E,36.5,High ESG Risk,375
"Edan Instruments, Inc.",SHE:300206,34.7,High ESG Risk,375
Edelweiss Financial Services Ltd.,BOM:532922,31.7,High ESG Risk,375
Edenred SE,PAR:EDEN,15.2,Low ESG Risk,375
Edgewell Personal Care Co.,NYS:EPC,25.2,Medium ESG Risk,375
"Edgewise Therapeutics, Inc.",NAS:EWTX,28.5,Medium ESG Risk,375
Edifier Technology Co. Ltd.,SHE:002351,23.6,Medium ESG Risk,375
EdiliziAcrobatica SpA,MIL:EDAC,11.6,Low ESG Risk,375
EDION Corp.,TKS:2730,20.4,Medium ESG Risk,375
Edison International,NYS:EIX,24,Medium ESG Risk,376
Edison SpA,MIL:EDNR,22.8,Medium ESG Risk,376
"Editas Medicine, Inc.",NAS:EDIT,25.2,Medium ESG Risk,376
Edmonton Regional Airports Authority,-,22.8,Medium ESG Risk,376
EDP Corp.,TKS:7794,27.2,Medium ESG Risk,376
EDP Renováveis SA,LIS:EDPR,14.6,Low ESG Risk,376
EDP-Energias de Portugal SA,LIS:EDP,18.2,Low ESG Risk,376
eDreams ODIGEO SA,MCE:EDR,13.1,Low ESG Risk,376
Edwards Lifesciences Corp.,NYS:EW,21.7,Medium ESG Risk,376
EEKA Fashion Holdings Ltd.,HKG:3709,17.5,Low ESG Risk,376
EEW Energy from Waste GmbH,-,20.7,Medium ESG Risk,377
EFG Holding SAE,CAI:HRHO,30.8,High ESG Risk,377
EFG International AG,SWX:EFGN,21.9,Medium ESG Risk,377
eGain Corp.,NAS:EGAN,23.3,Medium ESG Risk,377
Ege Endüstri ve Ticaret AS,IST:EGEEN.E,16.6,Low ESG Risk,377
Egetis Therapeutics AB,OME:EGTX,26.5,Medium ESG Risk,377
"EGing Photovoltaic Technology Co., Ltd.",SHG:600537,39,High ESG Risk,377
"Egis Technology, Inc.",ROCO:6462,16.5,Low ESG Risk,377
"eGuarantee, Inc.",TKS:8771,26.5,Medium ESG Risk,377
Egypt Kuwait Holding Co. SAE,CAI:EKHO,38.4,High ESG Risk,377
EHang Holdings Ltd.,NAS:EH,19.4,Low ESG Risk,378
"eHealth, Inc.",NAS:EHTH,18.3,Low ESG Risk,378
eHi Car Services Ltd.,-,21.5,Medium ESG Risk,378
Eicher Motors Ltd.,BOM:505200,13.2,Low ESG Risk,378
Eiffage SA,PAR:FGR,36.1,High ESG Risk,378
EIH Ltd.,BOM:500840,32.8,High ESG Risk,378
Eika Boligkreditt AS,-,24.6,Medium ESG Risk,378
"Eiken Chemical Co., Ltd.",TKS:4549,18.2,Low ESG Risk,378
Eimskipafelag Islands hf,ICE:EIM,22.6,Medium ESG Risk,378
Einhell Germany AG,ETR:EIN,30.6,High ESG Risk,378
"EirGenix, Inc.",ROCO:6589,27.1,Medium ESG Risk,379
"EIS Eczacibasi Ilaç, Sinai ve Finansal Yatirim San ve Tic AS",IST:ECILC.E,32.4,High ESG Risk,379
"Eisai Co., Ltd.",TKS:4523,26.3,Medium ESG Risk,379
EIZO Corp.,TKS:6737,15.7,Low ESG Risk,379
El Corte Inglés SA,-,15.4,Low ESG Risk,379
"El Pollo Loco Holdings, Inc.",NAS:LOCO,29.7,Medium ESG Risk,379
El Puerto de Liverpool SAB de CV,MEX:LIVEPOLC.1,18.6,Low ESG Risk,379
El.En. SpA,MIL:ELN,21.7,Medium ESG Risk,379
Elan Corp.,TKS:6099,27.1,Medium ESG Risk,379
ELAN Microelectronics Corp.,TAI:2458,26.7,Medium ESG Risk,379
"Elanco Animal Health, Inc.",NYS:ELAN,18.6,Low ESG Risk,380
Elanders AB,OME:ELAN.B,6.9,Negligible ESG Risk,380
Elastic NV,NYS:ESTC,15.9,Low ESG Risk,380
Elbit Systems Ltd.,TAE:ESLT,34.1,High ESG Risk,380
Elco Ltd.,TAE:ELCO,28.3,Medium ESG Risk,380
Elders Ltd.,ASX:ELD,9.6,Negligible ESG Risk,380
Eldorado Gold Corp.,TSE:ELD,20,Medium ESG Risk,380
Elecnor SA,MCE:ENO,28,Medium ESG Risk,380
"Elecom Co., Ltd.",TKS:6750,17,Low ESG Risk,380
Elecon Engineering Co. Ltd.,BOM:505700,25.2,Medium ESG Risk,380
Electra Ltd.,TAE:ELTR,45.8,Severe ESG Risk,381
Electra Real Estate Ltd.,TAE:ELCRE,21.2,Medium ESG Risk,381
"Electric Connector Technology Co., Ltd.",SHE:300679,27.1,Medium ESG Risk,381
"Electric Power Development Co., Ltd.",TKS:9513,40.2,Severe ESG Risk,381
Électricité de France SA,-,20.7,Medium ESG Risk,381
"Electricity Generating Public Co., Ltd.",BKK:EGCO,24,Medium ESG Risk,381
Electricity Supply Board Ltd.,-,26.6,Medium ESG Risk,381
Electrolux AB,OME:ELUX.B,20.2,Medium ESG Risk,381
Electrolux Professional AB,OME:EPRO.B,12.4,Low ESG Risk,381
"Electronic Arts, Inc.",NAS:EA,13.2,Low ESG Risk,381
Electronics Mart India Ltd.,BOM:543626,18.7,Low ESG Risk,382
Electrosteel Castings Ltd.,BOM:500128,26.2,Medium ESG Risk,382
Elekta AB,OME:EKTA.B,17.2,Low ESG Risk,382
Elematec Corp.,TKS:2715,13.5,Low ESG Risk,382
Element Fleet Management Corp.,TSE:EFN,15.4,Low ESG Risk,382
Element Materials Technology Ltd.,-,9,Negligible ESG Risk,382
"Element Solutions, Inc.",NYS:ESI,23.4,Medium ESG Risk,382
Elementis Plc,LON:ELM,23.5,Medium ESG Risk,382
Elenia Oy,-,16.5,Low ESG Risk,382
"Elevance Health, Inc.",NYS:ELV,10,Negligible ESG Risk,382
ELGI Equipments Ltd.,BOM:522074,23.6,Medium ESG Risk,383
Eli Lilly & Co.,NYS:LLY,23.6,Medium ESG Risk,383
Elia Group SA/NV,BRU:ELI,14.3,Low ESG Risk,383
Elia Transmission Belgium NV,-,9.5,Negligible ESG Risk,383
Elior Group SA,PAR:ELIOR,26.6,Medium ESG Risk,383
Elis SA,PAR:ELIS,15.6,Low ESG Risk,383
Elisa Oyj,HEL:ELISA,16.6,Low ESG Risk,383
Elite Advanced Laser Corp.,TAI:3450,23.5,Medium ESG Risk,383
"Elite Material Co., Ltd.",TAI:2383,20.2,Medium ESG Risk,383
"Elite Semiconductor Microelectronics Tech, Inc.",TAI:3006,32.7,High ESG Risk,383
"Elitegroup Computer Systems Co., Ltd.",TAI:2331,19.5,Low ESG Risk,384
Elkem ASA,OSL:ELK,23.4,Medium ESG Risk,384
Ellaktor SA,ATH:ELLAKTOR,28.3,Medium ESG Risk,384
Ellevio AB,-,20.2,Medium ESG Risk,384
"Ellington Financial, Inc.",NYS:EFC,17,Low ESG Risk,384
EllisDon Infrastructure SNH GP,-,40.2,Severe ESG Risk,384
Elm Co. (Saudi Arabia),SAU:7203,29.4,Medium ESG Risk,384
Elme Communities,NYS:ELME,9.8,Negligible ESG Risk,384
Elmera Group ASA,OSL:ELMRA,14,Low ESG Risk,384
Elmos Semiconductor SE,ETR:ELG,27.2,Medium ESG Risk,384
Elo SA,-,27,Medium ESG Risk,385
Elon AB,OME:ELON,22.8,Medium ESG Risk,385
Elopak ASA,OSL:ELO,20.2,Medium ESG Risk,385
ElringKlinger AG,ETR:ZIL2,8.9,Negligible ESG Risk,385
Elsewedy Electric Co.,CAI:SWDY,23.5,Medium ESG Risk,385
Eltel AB,OME:ELTEL,30.6,High ESG Risk,385
"EM Systems Co., Ltd.",TKS:4820,21.1,Medium ESG Risk,385
"EM-Tech. Co., Ltd.",KRX:091120,28.7,Medium ESG Risk,385
Emaar Development PJSC,DFM:EMAARDEV,21.9,Medium ESG Risk,385
Emaar Properties PJSC,DFM:EMAAR,25.1,Medium ESG Risk,385
"Emaar, The Economic City",SAU:4220,25.6,Medium ESG Risk,386
Emami Ltd.,BOM:531162,25,Medium ESG Risk,386
Embassy Office Parks REIT,BOM:542602,12.8,Low ESG Risk,386
Embecta Corp.,NAS:EMBC,22.2,Medium ESG Risk,386
Embla Medical hf,CSE:EMBLA,23.9,Medium ESG Risk,386
Embotelladora Andina SA,SGO:ANDINA.B,24.3,Medium ESG Risk,386
Embracer Group AB,OME:EMBRAC.B,15.6,Low ESG Risk,386
Embraer SA,BSP:EMBR3,36.2,High ESG Risk,386
EMC Corp.,-,10.2,Low ESG Risk,386
"EMCOR Group, Inc.",NYS:EME,33.1,High ESG Risk,386
Emeco Holdings Ltd.,ASX:EHL,20.9,Medium ESG Risk,387
Emeis SA,PAR:EMEIS,27.3,Medium ESG Risk,387
"eMemory Technology, Inc.",ROCO:3529,17.2,Low ESG Risk,387
"Emera, Inc.",TSE:EMA,29.7,Medium ESG Risk,387
"Emerald Expositions Events, Inc.",NYS:EEX,18.1,Low ESG Risk,387
"Emergent BioSolutions, Inc.",NYS:EBS,21.7,Medium ESG Risk,387
Emerson Electric Co.,NYS:EMR,22.8,Medium ESG Risk,387
EMH Treasury Plc,-,16.6,Low ESG Risk,387
Emirates Global Aluminium PJSC,-,18.6,Low ESG Risk,387
Emirates NBD Bank PJSC,DFM:EMIRATESNBD,11.6,Low ESG Risk,387
Emirates REIT (CEIC) Plc,DIFX:REIT,25.2,Medium ESG Risk,388
Emirates Telecommunications Group Co. PJSC,ADS:EAND,26.4,Medium ESG Risk,388
EML Payments Ltd.,ASX:EML,18.7,Low ESG Risk,388
Emlak Konut Gayrimenkul Yatirim Ortakligi AS,IST:EKGYO.E,20.5,Medium ESG Risk,388
Emmi AG,SWX:EMMN,33.5,High ESG Risk,388
"Emperador, Inc.",PHS:EMI,26.2,Medium ESG Risk,388
Empire Co. Ltd.,TSE:EMP.A,22.7,Medium ESG Risk,388
Empire Communities Corp.,-,23.7,Medium ESG Risk,388
Empire Petroleum Corp.,ASE:EP,58.4,Severe ESG Risk,388
"Empire State Realty Trust, Inc.",NYS:ESRT,12.6,Low ESG Risk,388
Empiric Student Property PLC,LON:ESP,16.1,Low ESG Risk,389
"Employers Holdings, Inc.",NYS:EIG,30.3,High ESG Risk,389
Empreendimentos Pague Menos SA,BSP:PGMN3,19.1,Low ESG Risk,389
Empresa de los Ferrocarriles del Estado,-,24.4,Medium ESG Risk,389
Empresa de Transporte de Pasajeros Metro SA,-,21.4,Medium ESG Risk,389
Empresa Generadora de Electricidad Haina SA,-,38.4,High ESG Risk,389
Empresa Nacional de Telecomunicaciones SA,SGO:ENTEL,22.2,Medium ESG Risk,389
Empresa Nacional del Petróleo SA,-,43.7,Severe ESG Risk,389
Empresas CMPC SA,SGO:CMPC,21.9,Medium ESG Risk,389
Empresas Copec SA,SGO:COPEC,30.9,High ESG Risk,389
Empresas Públicas de Medellín ESP,-,35.5,High ESG Risk,390
EMS-Chemie Holding AG,SWX:EMSN,32.2,High ESG Risk,390
Emsteel Building Materials PJSC,ADS:EMSTEEL,32.3,High ESG Risk,390
"en Japan, Inc.",TKS:4849,14.6,Low ESG Risk,390
"Enact Holdings, Inc.",NAS:ACT,22.5,Medium ESG Risk,390
Enad Global 7 AB,OME:EG7,20,Low ESG Risk,390
Enagás SA,MCE:ENG,14.3,Low ESG Risk,390
"Enanta Pharmaceuticals, Inc.",NAS:ENTA,24.9,Medium ESG Risk,390
Enauta Participações SA,-,31.1,High ESG Risk,390
ENAV SpA,MIL:ENAV,15.5,Low ESG Risk,390
"Enbridge Gas, Inc.",-,21.9,Medium ESG Risk,391
"Enbridge, Inc.",TSE:ENB,19.8,Low ESG Risk,391
EnBW Energie Baden Württemberg AG,ETR:EBK,28,Medium ESG Risk,391
Encavis AG,ETR:ECV,19.6,Low ESG Risk,391
"ENCE Energia y Celulosa, SA",MCE:ENC,13.3,Low ESG Risk,391
Enchem Co. Ltd.,KRX:348370,24.9,Medium ESG Risk,391
Encompass Health Corp.,NYS:EHC,30.6,High ESG Risk,391
"Encore Capital Group, Inc.",NAS:ECPG,22.6,Medium ESG Risk,391
enCore Energy Corp.,TSX:EU,47.3,Severe ESG Risk,391
Encore Wire Corp. (Delaware),-,23.5,Medium ESG Risk,391
Endava Plc,NYS:DAVA,14.2,Low ESG Risk,392
"Endeavor Group Holdings, Inc.",NYS:EDR,27.8,Medium ESG Risk,392
Endeavour Group Ltd. (Australia),ASX:EDV,15.4,Low ESG Risk,392
Endeavour Mining Plc,TSE:EDV,17.7,Low ESG Risk,392
Endeavour Silver Corp.,TSE:EDR,23.5,Medium ESG Risk,392
Endesa SA,MCE:ELE,14.7,Low ESG Risk,392
Endo International Plc,-,38.9,High ESG Risk,392
Endurance Technologies Ltd.,BOM:540153,23.7,Medium ESG Risk,392
Enea AB,OME:ENEA,21.3,Medium ESG Risk,392
ENEA SA,WAR:ENA,42.9,Severe ESG Risk,392
Enel Américas SA,SGO:ENELAM,22.2,Medium ESG Risk,393
Enel Chile SA,SGO:ENELCHILE,16.1,Low ESG Risk,393
Enel SpA,MIL:ENEL,18.8,Low ESG Risk,393
"ENEOS Holdings, Inc.",TKS:5020,31.3,High ESG Risk,393
Enerflex Ltd.,TSE:EFX,23.4,Medium ESG Risk,393
Energa SA,WAR:ENG,42.1,Severe ESG Risk,393
Energean Plc,LON:ENOG,31.5,High ESG Risk,393
Energetický a Prumyslový Holding AS,-,23.2,Medium ESG Risk,393
Energiedienst Holding AG,SWX:NEAG,34.2,High ESG Risk,393
Energiekontor AG,ETR:EKT,26,Medium ESG Risk,393
Energir LP,-,33.7,High ESG Risk,394
"Energir, Inc.",-,30.9,High ESG Risk,394
Energisa SA,BSP:ENGI11,29.6,Medium ESG Risk,394
Energix-Renewable Energies Ltd.,TAE:ENRG,23.8,Medium ESG Risk,394
"Energizer Holdings, Inc.",NYS:ENR,20.5,Medium ESG Risk,394
ENERGO-PRO as,-,19.3,Low ESG Risk,394
Energy Absolute Public Co. Ltd.,BKK:EA,20,Low ESG Risk,394
"Energy Fuels, Inc.",TSE:EFR,45.3,Severe ESG Risk,394
Energy Harbor Corp.,-,52.8,Severe ESG Risk,394
"Energy Recovery, Inc.",NAS:ERII,24.5,Medium ESG Risk,394
Energy Resources of Australia Ltd.,ASX:ERA,45,Severe ESG Risk,395
Energy Transfer LP,NYS:ET,39.6,High ESG Risk,395
"Energy Vault Holdings, Inc.",NYS:NRGV,27.8,Medium ESG Risk,395
Enerjisa Enerji AS,IST:ENJSA.E,16.8,Low ESG Risk,395
Enerpac Tool Group Corp.,NYS:EPAC,22.1,Medium ESG Risk,395
Enerplus Corp.,-,41,Severe ESG Risk,395
Enerside Energy SA,MCE:ENRS,28.8,Medium ESG Risk,395
EnerSys,NYS:ENS,25.7,Medium ESG Risk,395
"Eneti, Inc.",-,37.1,High ESG Risk,395
Eneva SA,BSP:ENEV3,36.3,High ESG Risk,395
Enexis Holding NV,-,18.4,Low ESG Risk,396
"ENF Technology Co., Ltd.",KRX:102710,43.9,Severe ESG Risk,396
EnfraGen Spain SA,-,35.8,High ESG Risk,396
"Enfusion, Inc.",NYS:ENFN,23.1,Medium ESG Risk,396
"Engagesmart, Inc.",-,21.5,Medium ESG Risk,396
engcon AB,OME:ENGCON.B,25.3,Medium ESG Risk,396
Enghouse Systems Ltd.,TSE:ENGH,23.4,Medium ESG Risk,396
ENGIE Brasil Energia SA,BSP:EGIE3,27.5,Medium ESG Risk,396
Engie Energia Chile SA,SGO:ECL,30.4,High ESG Risk,396
ENGIE SA,PAR:ENGI,25.2,Medium ESG Risk,396
Engineers India Ltd.,BOM:532178,29.8,Medium ESG Risk,397
Engro Corp. Ltd.,KAR:ENGRO,44.5,Severe ESG Risk,397
Engro Fertilizers Ltd.,KAR:EFERT,32.5,High ESG Risk,397
"Enhabit, Inc.",NYS:EHAB,33.9,High ESG Risk,397
Eni SpA,MIL:ENI,25.6,Medium ESG Risk,397
Eniro Group AB,OME:ENRO,14.9,Low ESG Risk,397
"Enjoyor Technology Co., Ltd.",SHE:300020,38.1,High ESG Risk,397
Enka Insaat ve Sanayi AS,IST:ENKAI.E,21.7,Medium ESG Risk,397
Enlight Renewable Energy Ltd.,TAE:ENLT,14.3,Low ESG Risk,397
EnLink Midstream LLC,NYS:ENLC,23.7,Medium ESG Risk,397
"Enliven Therapeutics, Inc.",NAS:ELVN,30.9,High ESG Risk,398
ENMAX Corp.,-,34.4,High ESG Risk,398
ENN Energy Holdings Ltd.,HKG:2688,20.7,Medium ESG Risk,398
"ENN Natural Gas Co., Ltd.",SHG:600803,22.2,Medium ESG Risk,398
"Ennis, Inc.",NYS:EBF,9.4,Negligible ESG Risk,398
Ennoconn Corp.,TAI:6414,28.6,Medium ESG Risk,398
"Ennostar, Inc.",TAI:3714,25.7,Medium ESG Risk,398
"Enova International, Inc.",NYS:ENVA,24.1,Medium ESG Risk,398
Enovis Corp.,NYS:ENOV,31.1,High ESG Risk,398
Enovix Corp.,NAS:ENVX,28,Medium ESG Risk,398
"Enphase Energy, Inc.",NAS:ENPH,19.9,Low ESG Risk,399
Enplas Corp.,TKS:6961,24.1,Medium ESG Risk,399
"Enpro, Inc.",NYS:NPO,30.8,High ESG Risk,399
EnQuest Plc,LON:ENQ,50.1,Severe ESG Risk,399
Enstall Group BV,-,12.5,Low ESG Risk,399
Enstar Group Ltd.,NAS:ESGR,22.6,Medium ESG Risk,399
Entain Plc,LON:ENT,18,Low ESG Risk,399
"Entegris, Inc.",NAS:ENTG,18.7,Low ESG Risk,399
Entergy Corp.,NYS:ETR,24.9,Medium ESG Risk,399
"Entergy Texas, Inc.",-,38.1,High ESG Risk,399
"Enterprise Bancorp, Inc.",NAS:EBTC,30.4,High ESG Risk,400
Enterprise Financial Services Corp.,NAS:EFSC,32.6,High ESG Risk,400
"Enterprise Holdings, Inc.",-,23.2,Medium ESG Risk,400
Enterprise Products Partners LP,NYS:EPD,28.2,Medium ESG Risk,400
Entidad Pública Empresarial ADIF-Alta Velocidad,-,4.3,Negligible ESG Risk,400
Entra ASA,OSL:ENTRA,11.7,Low ESG Risk,400
"Entrada Therapeutics, Inc.",NAS:TRDA,26,Medium ESG Risk,400
Entravision Communications Corp.,NYS:EVC,18.9,Low ESG Risk,400
Envela Corp.,ASE:ELA,20.3,Medium ESG Risk,400
"Envestnet, Inc.",NYS:ENV,24.5,Medium ESG Risk,400
Enviri Corp.,NYS:NVRI,18.7,Low ESG Risk,401
Envista Holdings Corp.,NYS:NVST,26.9,Medium ESG Risk,401
"Enviva, Inc.",OTC:EVVAQ,29.2,Medium ESG Risk,401
ENW Finance PLC,-,26.1,Medium ESG Risk,401
EnWin Utilities Ltd.,-,42.4,Severe ESG Risk,401
ENZYCHEM LIFESCIENCES Corp.,KRX:183490,44.2,Severe ESG Risk,401
"EO Technics Co., Ltd.",KRX:039030,25.8,Medium ESG Risk,401
"EOFlow Co., Ltd.",KRX:294090,20.4,Medium ESG Risk,401
"EOG Resources, Inc.",NYS:EOG,34.4,High ESG Risk,401
Eolus Vind AB,OME:EOLU.B,19.8,Low ESG Risk,401
"Eoptolink Technology Inc., Ltd.",SHE:300502,25,Medium ESG Risk,402
"Eos Energy Enterprises, Inc.",NAS:EOSE,24.7,Medium ESG Risk,402
EOS Holding GmbH,-,9.9,Negligible ESG Risk,402
EP Infrastructure as,-,20,Low ESG Risk,402
"EPAM Systems, Inc.",NYS:EPAM,27.4,Medium ESG Risk,402
"EPCOR Utilities, Inc.",-,39.6,High ESG Risk,402
Ependion AB,OME:EPEN,14.4,Low ESG Risk,402
Epigral Ltd.,BOM:543332,34.4,High ESG Risk,402
Epiroc AB,OME:EPI.A,17,Low ESG Risk,402
"Episil Technologies, Inc.",ROCO:3707,32.7,High ESG Risk,402
"Episil-Precision, Inc.",TAI:3016,40.7,Severe ESG Risk,403
Episurf Medical AB,OME:EPIS.B,29.5,Medium ESG Risk,403
EPL Ltd.,BOM:500135,11.9,Low ESG Risk,403
