company_name,ticker,esg_score,risk_level,page_number,exchange,clean_ticker,risk_category
Bank of America Corp.,NYS:BAC,24.4,Medium ESG Risk,133,NYS,BAC,Medium Risk
Bank of Hawaii Corp.,NYS:BOH,24.9,Medium ESG Risk,134,NYS,BOH,Medium Risk
Bank of Marin Bancorp,NAS:BMRC,27.0,Medium ESG Risk,135,NAS,BMRC,Medium Risk
Bank OZK,NAS:OZK,21.6,Medium ESG Risk,136,NAS,OZK,Medium Risk
Bank7 Corp.,NAS:BSVN,29.6,Medium ESG Risk,136,NAS,BSVN,Medium Risk
"BankUnited, Inc.",NYS:BKU,25.4,Medium ESG Risk,137,NYS,BKU,Medium Risk
"Bankwell Financial Group, Inc.",NAS:BWFG,33.8,High ESG Risk,137,NAS,BWFG,High Risk
Banner Corp.,NAS:BANR,24.4,Medium ESG Risk,137,NAS,BANR,Medium Risk
"BARK, Inc.",NYS:BARK,43.9,Severe ESG Risk,139,NYS,BARK,High Risk
"Barnes Group, Inc.",NYS:B,26.7,Medium ESG Risk,139,NYS,B,Medium Risk
"Barrett Business Services, Inc.",NAS:BBSI,11.9,Low ESG Risk,139,NAS,BBSI,Low Risk
"Bath & Body Works, Inc.",NYS:BBWI,26.2,Medium ESG Risk,141,NYS,BBWI,Medium Risk
Bausch + Lomb Corp.,NYS:BLCO,19.6,Low ESG Risk,141,NYS,BLCO,Low Risk
"Baxter International, Inc.",NYS:BAX,21.8,Medium ESG Risk,142,NYS,BAX,Medium Risk
BayCom Corp.,NAS:BCML,30.6,High ESG Risk,142,NAS,BCML,High Risk
"BCB Bancorp, Inc.",NAS:BCBP,35.8,High ESG Risk,144,NAS,BCBP,High Risk
"Beacon Roofing Supply, Inc.",NAS:BECN,22.0,Medium ESG Risk,144,NAS,BECN,Medium Risk
"Beam Therapeutics, Inc.",NAS:BEAM,33.0,High ESG Risk,145,NAS,BEAM,High Risk
"Beasley Broadcast Group, Inc.",NAS:BBGI,20.6,Medium ESG Risk,145,NAS,BBGI,Medium Risk
"Beazer Homes USA, Inc.",NYS:BZH,20.5,Medium ESG Risk,145,NYS,BZH,Medium Risk
"Becton, Dickinson & Co.",NYS:BDX,23.7,Medium ESG Risk,145,NYS,BDX,Medium Risk
"Bel Fuse, Inc.",NAS:BELFB,18.2,Low ESG Risk,154,NAS,BELFB,Low Risk
"Belden, Inc.",NYS:BDC,20.0,Low ESG Risk,154,NYS,BDC,Low Risk
"BellRing Brands, Inc.",NYS:BRBR,30.4,High ESG Risk,155,NYS,BRBR,High Risk
"Benchmark Electronics, Inc.",NYS:BHE,9.3,Negligible ESG Risk,155,NYS,BHE,Low Risk
"Benson Hill, Inc.",NAS:BHIL,38.6,High ESG Risk,156,NAS,BHIL,High Risk
"Bentley Systems, Inc.",NAS:BSY,15.5,Low ESG Risk,156,NAS,BSY,Low Risk
"Berkshire Hathaway, Inc.",NYS:BRK.B,26.2,Medium ESG Risk,157,NYS,BRK.B,Medium Risk
"Berkshire Hills Bancorp, Inc.",NYS:BHLB,18.2,Low ESG Risk,157,NYS,BHLB,Low Risk
Berry Corp.,NAS:BRY,46.9,Severe ESG Risk,158,NAS,BRY,High Risk
"Berry Global Group, Inc.",NYS:BERY,15.4,Low ESG Risk,158,NYS,BERY,Low Risk
"Best Buy Co., Inc.",NYS:BBY,13.8,Low ESG Risk,158,NYS,BBY,Low Risk
"Beyond Air, Inc.",NAS:XAIR,26.6,Medium ESG Risk,160,NAS,XAIR,Medium Risk
"Beyond Meat, Inc.",NAS:BYND,40.3,Severe ESG Risk,160,NAS,BYND,High Risk
"Beyond, Inc.",NYS:BYON,25.0,Medium ESG Risk,160,NYS,BYON,Medium Risk
"BGC Group, Inc.",NAS:BGC,19.8,Low ESG Risk,160,NAS,BGC,Low Risk
Bicycle Therapeutics Plc,NAS:BCYC,12.7,Low ESG Risk,162,NAS,BCYC,Low Risk
Big 5 Sporting Goods Corp.,NAS:BGFV,19.0,Low ESG Risk,162,NAS,BGFV,Low Risk
"BigCommerce Holdings, Inc.",NAS:BIGC,23.2,Medium ESG Risk,163,NAS,BIGC,Medium Risk
"Biglari Holdings, Inc.",NYS:BH,31.8,High ESG Risk,163,NYS,BH,High Risk
"Bill Holdings, Inc.",NYS:BILL,20.7,Medium ESG Risk,163,NYS,BILL,Medium Risk
"Bio-Rad Laboratories, Inc.",NYS:BIO,16.8,Low ESG Risk,164,NYS,BIO,Low Risk
Bio-Techne Corp.,NAS:TECH,26.0,Medium ESG Risk,164,NAS,TECH,Medium Risk
"BioAtla, Inc.",NAS:BCAB,27.0,Medium ESG Risk,165,NAS,BCAB,Medium Risk
"BioCryst Pharmaceuticals, Inc.",NAS:BCRX,25.1,Medium ESG Risk,165,NAS,BCRX,Medium Risk
"Biogen, Inc.",NAS:BIIB,20.5,Medium ESG Risk,165,NAS,BIIB,Medium Risk
Biohaven Ltd.,NYS:BHVN,32.3,High ESG Risk,165,NYS,BHVN,High Risk
"BioLife Solutions, Inc.",NAS:BLFS,29.1,Medium ESG Risk,165,NAS,BLFS,Medium Risk
"BioMarin Pharmaceutical, Inc.",NAS:BMRN,23.5,Medium ESG Risk,165,NAS,BMRN,Medium Risk
"Biomea Fusion, Inc.",NAS:BMEA,35.6,High ESG Risk,165,NAS,BMEA,High Risk
BioNTech SE,NAS:BNTX,25.5,Medium ESG Risk,166,NAS,BNTX,Medium Risk
biote Corp.,NAS:BTMD,32.3,High ESG Risk,166,NAS,BTMD,High Risk
"BioXcel Therapeutics, Inc.",NAS:BTAI,27.6,Medium ESG Risk,166,NAS,BTAI,Medium Risk
Birkenstock Holding Plc,NYS:BIRK,13.5,Low ESG Risk,167,NYS,BIRK,Low Risk
"BJ's Restaurants, Inc.",NAS:BJRI,31.9,High ESG Risk,167,NAS,BJRI,High Risk
"BJ's Wholesale Club Holdings, Inc.",NYS:BJ,30.0,Medium ESG Risk,167,NYS,BJ,Medium Risk
Black Hills Corp.,NYS:BKH,27.4,Medium ESG Risk,168,NYS,BKH,Medium Risk
"Blackbaud, Inc.",NAS:BLKB,17.0,Low ESG Risk,168,NAS,BLKB,Low Risk
"BlackLine, Inc.",NAS:BL,23.1,Medium ESG Risk,168,NAS,BL,Medium Risk
"Blackstone Mortgage Trust, Inc.",NYS:BXMT,16.6,Low ESG Risk,168,NYS,BXMT,Low Risk
Blackstone Secured Lending Fund,NYS:BXSL,29.3,Medium ESG Risk,169,NYS,BXSL,Medium Risk
"Blackstone, Inc.",NYS:BX,23.6,Medium ESG Risk,169,NYS,BX,Medium Risk
"Blade Air Mobility, Inc.",NAS:BLDE,39.8,High ESG Risk,169,NAS,BLDE,High Risk
Blink Charging Co.,NAS:BLNK,22.6,Medium ESG Risk,169,NAS,BLNK,Medium Risk
"Block, Inc.",NYS:SQ,20.7,Medium ESG Risk,169,NYS,SQ,Medium Risk
Bloom Energy Corp.,NYS:BE,29.6,Medium ESG Risk,169,NYS,BE,Medium Risk
"Bloomin' Brands, Inc.",NAS:BLMN,29.1,Medium ESG Risk,170,NAS,BLMN,Medium Risk
Blue Bird Corp.,NAS:BLBD,35.0,High ESG Risk,170,NAS,BLBD,High Risk
Blue Foundry Bancorp,NAS:BLFY,31.6,High ESG Risk,170,NAS,BLFY,High Risk
Blue Owl Capital Corp.,NYS:OBDC,27.6,Medium ESG Risk,170,NYS,OBDC,Medium Risk
"Blue Owl Capital, Inc.",NYS:OWL,33.7,High ESG Risk,171,NYS,OWL,High Risk
"bluebird bio, Inc.",NAS:BLUE,28.1,Medium ESG Risk,171,NAS,BLUE,Medium Risk
"BlueLinx Holdings, Inc.",NYS:BXC,27.2,Medium ESG Risk,172,NYS,BXC,Medium Risk
Blueprint Medicines Corp.,NAS:BPMC,22.3,Medium ESG Risk,172,NAS,BPMC,Medium Risk
Boise Cascade Co.,NYS:BCC,25.7,Medium ESG Risk,174,NYS,BCC,Medium Risk
BOK Financial Corp.,NAS:BOKF,21.1,Medium ESG Risk,174,NAS,BOKF,Medium Risk
"Booking Holdings, Inc.",NAS:BKNG,16.3,Low ESG Risk,176,NAS,BKNG,Low Risk
"Boot Barn Holdings, Inc.",NYS:BOOT,16.0,Low ESG Risk,176,NYS,BOOT,Low Risk
Booz Allen Hamilton Holding Corp.,NYS:BAH,13.1,Low ESG Risk,176,NYS,BAH,Low Risk
"BorgWarner, Inc.",NYS:BWA,9.9,Negligible ESG Risk,176,NYS,BWA,Low Risk
"Boston Beer Co., Inc.",NYS:SAM,31.8,High ESG Risk,178,NYS,SAM,High Risk
Boston Omaha Corp.,NYS:BOC,23.8,Medium ESG Risk,178,NYS,BOC,Medium Risk
"Boston Properties, Inc.",NYS:BXP,12.0,Low ESG Risk,178,NYS,BXP,Low Risk
Boston Scientific Corp.,NYS:BSX,22.1,Medium ESG Risk,178,NYS,BSX,Medium Risk
Bowlero Corp.,NYS:BOWL,18.7,Low ESG Risk,179,NYS,BOWL,Low Risk
Bowman Consulting Group Ltd.,NAS:BWMN,41.2,Severe ESG Risk,179,NAS,BWMN,High Risk
"Box, Inc.",NYS:BOX,23.7,Medium ESG Risk,179,NYS,BOX,Medium Risk
Boyd Gaming Corp.,NYS:BYD,20.2,Medium ESG Risk,179,NYS,BYD,Medium Risk
Brady Corp.,NYS:BRC,6.4,Negligible ESG Risk,180,NYS,BRC,Low Risk
"Braemar Hotels & Resorts, Inc.",NYS:BHR,20.6,Medium ESG Risk,180,NYS,BHR,Medium Risk
Brandywine Realty Trust,NYS:BDN,12.0,Low ESG Risk,181,NYS,BDN,Low Risk
"Braze, Inc.",NAS:BRZE,24.2,Medium ESG Risk,181,NAS,BRZE,Medium Risk
"BRC, Inc.",NYS:BRCC,35.3,High ESG Risk,181,NYS,BRCC,High Risk
"Bread Financial Holdings, Inc.",NYS:BFH,18.0,Low ESG Risk,181,NYS,BFH,Low Risk
"BridgeBio Pharma, Inc.",NAS:BBIO,35.7,High ESG Risk,182,NAS,BBIO,High Risk
"Bridgewater Bancshares, Inc.",NAS:BWB,29.0,Medium ESG Risk,183,NAS,BWB,Medium Risk
"Bright Horizons Family Solutions, Inc.",NYS:BFAM,16.0,Low ESG Risk,183,NYS,BFAM,Low Risk
"Brightcove, Inc.",NAS:BCOV,27.3,Medium ESG Risk,183,NAS,BCOV,Medium Risk
"Brighthouse Financial, Inc.",NAS:BHF,20.8,Medium ESG Risk,183,NAS,BHF,Medium Risk
"BrightSphere Investment Group, Inc.",NYS:BSIG,31.3,High ESG Risk,184,NYS,BSIG,High Risk
"BrightSpire Capital, Inc.",NYS:BRSP,21.8,Medium ESG Risk,184,NYS,BRSP,Medium Risk
"BrightView Holdings, Inc.",NYS:BV,21.5,Medium ESG Risk,184,NYS,BV,Medium Risk
"Brinker International, Inc.",NYS:EAT,23.8,Medium ESG Risk,184,NYS,EAT,Medium Risk
Bristol Myers Squibb Co.,NYS:BMY,21.2,Medium ESG Risk,185,NYS,BMY,Medium Risk
"Bristow Group, Inc.",NYS:VTOL,21.5,Medium ESG Risk,185,NYS,VTOL,Medium Risk
"Brixmor Property Group, Inc.",NYS:BRX,12.1,Low ESG Risk,186,NYS,BRX,Low Risk
Broadcom Inc.,NAS:AVGO,19.2,Low ESG Risk,186,NAS,AVGO,Low Risk
"Broadridge Financial Solutions, Inc.",NYS:BR,15.5,Low ESG Risk,186,NYS,BR,Low Risk
"Broadstone Net Lease, Inc.",NYS:BNL,14.7,Low ESG Risk,186,NYS,BNL,Low Risk
"Brookdale Senior Living, Inc.",NYS:BKD,33.9,High ESG Risk,187,NYS,BKD,High Risk
Brookfield Infrastructure Partners LP,NYS:BIP,39.0,High ESG Risk,187,NYS,BIP,High Risk
Brookfield Renewable Corp.,NYS:BEPC,18.4,Low ESG Risk,188,NYS,BEPC,Low Risk
"Brookline Bancorp, Inc.",NAS:BRKL,33.2,High ESG Risk,188,NAS,BRKL,High Risk
"Brown & Brown, Inc.",NYS:BRO,21.1,Medium ESG Risk,188,NYS,BRO,Medium Risk
Brown-Forman Corp.,NYS:BF.B,25.8,Medium ESG Risk,188,NYS,BF.B,Medium Risk
"BRP Group, Inc.",NAS:BWIN,32.6,High ESG Risk,188,NAS,BWIN,High Risk
BRT Apartments Corp.,NYS:BRT,22.8,Medium ESG Risk,189,NYS,BRT,Medium Risk
Bruker Corp.,NAS:BRKR,19.5,Low ESG Risk,189,NAS,BRKR,Low Risk
Brunswick Corp.,NYS:BC,19.7,Low ESG Risk,189,NYS,BC,Low Risk
"Build-A-Bear Workshop, Inc.",NYS:BBW,17.5,Low ESG Risk,191,NYS,BBW,Low Risk
"Builders FirstSource, Inc.",NYS:BLDR,26.7,Medium ESG Risk,191,NYS,BLDR,Medium Risk
"Bumble, Inc.",NAS:BMBL,23.3,Medium ESG Risk,191,NAS,BMBL,Medium Risk
"Burlington Stores, Inc.",NYS:BURL,16.1,Low ESG Risk,193,NYS,BURL,Low Risk
"Business First Bancshares, Inc.",NAS:BFST,30.4,High ESG Risk,193,NAS,BFST,High Risk
"Butterfly Network, Inc.",NYS:BFLY,32.5,High ESG Risk,193,NYS,BFLY,High Risk
"BWX Technologies, Inc.",NYS:BWXT,33.7,High ESG Risk,194,NYS,BWXT,High Risk
"Byline Bancorp, Inc.",NYS:BY,28.9,Medium ESG Risk,195,NYS,BY,Medium Risk
"C.H. Robinson Worldwide, Inc.",NAS:CHRW,17.5,Low ESG Risk,195,NAS,CHRW,Low Risk
C&F Financial Corp.,NAS:CFFI,28.4,Medium ESG Risk,196,NAS,CFFI,Medium Risk
"C3.ai, Inc.",NYS:AI,22.0,Medium ESG Risk,196,NYS,AI,Medium Risk
"Cabaletta Bio, Inc.",NAS:CABA,27.8,Medium ESG Risk,197,NAS,CABA,Medium Risk
"Cable One, Inc.",NYS:CABO,14.4,Low ESG Risk,197,NYS,CABO,Low Risk
Cabot Corp.,NYS:CBT,20.9,Medium ESG Risk,197,NYS,CBT,Medium Risk
"CACI International, Inc.",NYS:CACI,16.1,Low ESG Risk,197,NYS,CACI,Low Risk
"Cactus, Inc.",NYS:WHD,26.7,Medium ESG Risk,197,NYS,WHD,Medium Risk
Cadence Bank,NYS:CADE,30.6,High ESG Risk,197,NYS,CADE,High Risk
"Cadence Design Systems, Inc.",NAS:CDNS,11.4,Low ESG Risk,197,NAS,CDNS,Low Risk
"Cadiz, Inc.",NAS:CDZI,40.0,High ESG Risk,198,NAS,CDZI,High Risk
"Cadre Holdings, Inc.",NYS:CDRE,47.0,Severe ESG Risk,198,NYS,CDRE,High Risk
"Caesars Entertainment, Inc.",NAS:CZR,20.2,Medium ESG Risk,198,NAS,CZR,Medium Risk
"Cal-Maine Foods, Inc.",NAS:CALM,41.5,Severe ESG Risk,200,NAS,CALM,High Risk
"Calavo Growers, Inc.",NAS:CVGW,36.0,High ESG Risk,200,NAS,CVGW,High Risk
"Caleres, Inc.",NYS:CAL,17.2,Low ESG Risk,200,NYS,CAL,Low Risk
California Resources Corp.,NYS:CRC,35.5,High ESG Risk,201,NYS,CRC,High Risk
California Water Service Group,NYS:CWT,30.6,High ESG Risk,201,NYS,CWT,High Risk
"Calix, Inc.",NYS:CALX,15.1,Low ESG Risk,201,NYS,CALX,Low Risk
Cambium Networks Corp.,NAS:CMBM,19.1,Low ESG Risk,202,NAS,CMBM,Low Risk
Camden National Corp. (Maine),NAS:CAC,25.4,Medium ESG Risk,202,NAS,CAC,Medium Risk
Camden Property Trust,NYS:CPT,14.2,Low ESG Risk,202,NYS,CPT,Low Risk
Campbell Soup Co.,NAS:CPB,26.3,Medium ESG Risk,202,NAS,CPB,Medium Risk
"Camping World Holdings, Inc.",NYS:CWH,14.9,Low ESG Risk,202,NYS,CWH,Low Risk
Camtek Ltd.,NAS:CAMT,25.8,Medium ESG Risk,203,NAS,CAMT,Medium Risk
"Canaan, Inc.",NAS:CAN,40.7,Severe ESG Risk,203,NAS,CAN,High Risk
"Canadian Solar, Inc.",NAS:CSIQ,29.6,Medium ESG Risk,205,NAS,CSIQ,Medium Risk
"Cannae Holdings, Inc.",NYS:CNNE,10.5,Low ESG Risk,206,NYS,CNNE,Low Risk
"Cantaloupe, Inc.",NAS:CTLP,24.1,Medium ESG Risk,206,NAS,CTLP,Medium Risk
"Capital Bancorp, Inc. (Maryland)",NAS:CBNK,32.5,High ESG Risk,207,NAS,CBNK,High Risk
"Capital City Bank Group, Inc.",NAS:CCBG,28.6,Medium ESG Risk,207,NAS,CCBG,Medium Risk
Capital One Financial Corp.,NYS:COF,21.3,Medium ESG Risk,208,NYS,COF,Medium Risk
"Capitol Federal Financial, Inc.",NAS:CFFN,31.3,High ESG Risk,209,NAS,CFFN,High Risk
Capri Holdings Ltd.,NYS:CPRI,15.8,Low ESG Risk,209,NYS,CPRI,Low Risk
"CARA Therapeutics, Inc.",NAS:CARA,29.0,Medium ESG Risk,210,NAS,CARA,Medium Risk
"Cardinal Health, Inc.",NYS:CAH,11.1,Low ESG Risk,210,NYS,CAH,Low Risk
"Cardlytics, Inc.",NAS:CDLX,29.3,Medium ESG Risk,210,NAS,CDLX,Medium Risk
"CareDx, Inc.",NAS:CDNA,24.6,Medium ESG Risk,210,NAS,CDNA,Medium Risk
"CareMax, Inc.",NAS:CMAX,33.3,High ESG Risk,211,NAS,CMAX,High Risk
"CareTrust REIT, Inc.",NYS:CTRE,14.6,Low ESG Risk,211,NYS,CTRE,Low Risk
"Cargurus, Inc.",NAS:CARG,19.0,Low ESG Risk,211,NAS,CARG,Low Risk
"Caribou Biosciences, Inc.",NAS:CRBU,28.0,Medium ESG Risk,212,NAS,CRBU,Medium Risk
"Carisma Therapeutics, Inc.",NAS:CARM,26.2,Medium ESG Risk,212,NAS,CARM,Medium Risk
"Carlisle Cos., Inc.",NYS:CSL,20.2,Medium ESG Risk,212,NYS,CSL,Medium Risk
"CarMax, Inc.",NYS:KMX,11.1,Low ESG Risk,212,NYS,KMX,Low Risk
Carnival Corp.,NYS:CCL,22.4,Medium ESG Risk,213,NYS,CCL,Medium Risk
"CarParts.com, Inc.",NAS:PRTS,23.8,Medium ESG Risk,213,NAS,PRTS,Medium Risk
Carpenter Technology Corp.,NYS:CRS,33.7,High ESG Risk,213,NYS,CRS,High Risk
"Carriage Services, Inc.",NYS:CSV,18.9,Low ESG Risk,213,NYS,CSV,Low Risk
Carrier Global Corp.,NYS:CARR,16.2,Low ESG Risk,213,NYS,CARR,Low Risk
"Cars.com, Inc.",NYS:CARS,21.1,Medium ESG Risk,213,NYS,CARS,Medium Risk
"Carter Bankshares, Inc.",NAS:CARE,30.6,High ESG Risk,214,NAS,CARE,High Risk
"Carter's, Inc.",NYS:CRI,13.6,Low ESG Risk,214,NYS,CRI,Low Risk
"Cartesian Therapeutics, Inc.",NAS:RNAC,28.9,Medium ESG Risk,214,NAS,RNAC,Medium Risk
Carvana Co.,NYS:CVNA,16.1,Low ESG Risk,214,NYS,CVNA,Low Risk
"Casella Waste Systems, Inc.",NAS:CWST,20.5,Medium ESG Risk,214,NAS,CWST,Medium Risk
"Casey's General Stores, Inc.",NAS:CASY,26.7,Medium ESG Risk,214,NAS,CASY,Medium Risk
"Cass Information Systems, Inc.",NAS:CASS,15.3,Low ESG Risk,215,NAS,CASS,Low Risk
"Cassava Sciences, Inc.",NAS:SAVA,35.8,High ESG Risk,215,NAS,SAVA,High Risk
"Castle Biosciences, Inc.",NAS:CSTL,21.3,Medium ESG Risk,215,NAS,CSTL,Medium Risk
"Catalent, Inc.",NYS:CTLT,20.8,Medium ESG Risk,215,NYS,CTLT,Medium Risk
"Catalyst Pharmaceuticals, Inc.",NAS:CPRX,24.3,Medium ESG Risk,215,NAS,CPRX,Medium Risk
"Caterpillar, Inc.",NYS:CAT,28.3,Medium ESG Risk,216,NYS,CAT,Medium Risk
Cathay General Bancorp,NAS:CATY,30.7,High ESG Risk,216,NAS,CATY,High Risk
"Cavco Industries, Inc.",NAS:CVCO,21.7,Medium ESG Risk,217,NAS,CVCO,Medium Risk
"CBIZ, Inc.",NYS:CBZ,21.7,Medium ESG Risk,217,NYS,CBZ,Medium Risk
"CBRE Group, Inc.",NYS:CBRE,6.3,Negligible ESG Risk,217,NYS,CBRE,Low Risk
"CCC Intelligent Solutions Holdings, Inc.",NAS:CCCS,20.2,Medium ESG Risk,217,NAS,CCCS,Medium Risk
CDW Corp.,NAS:CDW,7.5,Negligible ESG Risk,219,NAS,CDW,Low Risk
CECO Environmental Corp.,NAS:CECO,23.8,Medium ESG Risk,219,NAS,CECO,Medium Risk
Celanese Corp.,NYS:CE,24.7,Medium ESG Risk,220,NYS,CE,Medium Risk
"Celcuity, Inc.",NAS:CELC,27.9,Medium ESG Risk,220,NAS,CELC,Medium Risk
"Celldex Therapeutics, Inc.",NAS:CLDX,24.5,Medium ESG Risk,220,NAS,CLDX,Medium Risk
"Celsius Holdings, Inc.",NAS:CELH,38.8,High ESG Risk,221,NAS,CELH,High Risk
"Cencora, Inc.",NYS:COR,11.0,Low ESG Risk,222,NYS,COR,Low Risk
Centene Corp.,NYS:CNC,15.3,Low ESG Risk,222,NYS,CNC,Low Risk
"CenterPoint Energy, Inc.",NYS:CNP,24.8,Medium ESG Risk,223,NYS,CNP,Medium Risk
Centerspace,NYS:CSR,15.2,Low ESG Risk,223,NYS,CSR,Low Risk
Central Garden & Pet Co.,NAS:CENT,14.1,Low ESG Risk,224,NAS,CENT,Low Risk
Central Pacific Financial Corp.,NYS:CPF,22.8,Medium ESG Risk,224,NYS,CPF,Medium Risk
Century Aluminum Co.,NAS:CENX,40.0,High ESG Risk,226,NAS,CENX,High Risk
"Century Casinos, Inc.",NAS:CNTY,29.9,Medium ESG Risk,226,NAS,CNTY,Medium Risk
"Century Communities, Inc.",NYS:CCS,19.9,Low ESG Risk,226,NYS,CCS,Low Risk
"Century Therapeutics, Inc.",NAS:IPSC,27.5,Medium ESG Risk,226,NAS,IPSC,Medium Risk
"Cerence, Inc.",NAS:CRNC,21.2,Medium ESG Risk,226,NAS,CRNC,Medium Risk
"Certara, Inc.",NAS:CERT,16.6,Low ESG Risk,227,NAS,CERT,Low Risk
Cerus Corp.,NAS:CERS,19.7,Low ESG Risk,227,NAS,CERS,Low Risk
"CEVA, Inc.",NAS:CEVA,22.9,Medium ESG Risk,228,NAS,CEVA,Medium Risk
"CF Industries Holdings, Inc.",NYS:CF,28.0,Medium ESG Risk,228,NYS,CF,Medium Risk
ChampionX Corp.,NAS:CHX,22.0,Medium ESG Risk,230,NAS,CHX,Medium Risk
"ChargePoint Holdings, Inc.",NYS:CHPT,17.9,Low ESG Risk,232,NYS,CHPT,Low Risk
"Charles River Laboratories International, Inc.",NYS:CRL,18.1,Low ESG Risk,232,NYS,CRL,Low Risk
"Chart Industries, Inc.",NYS:GTLS,28.3,Medium ESG Risk,232,NYS,GTLS,Medium Risk
"Charter Communications, Inc.",NAS:CHTR,23.7,Medium ESG Risk,232,NAS,CHTR,Medium Risk
Chatham Lodging Trust,NYS:CLDT,18.2,Low ESG Risk,233,NYS,CLDT,Low Risk
Check Point Software Technologies Ltd.,NAS:CHKP,17.8,Low ESG Risk,233,NAS,CHKP,Low Risk
"Cheesecake Factory, Inc.",NAS:CAKE,27.7,Medium ESG Risk,233,NAS,CAKE,Medium Risk
"Chegg, Inc.",NYS:CHGG,11.3,Low ESG Risk,233,NYS,CHGG,Low Risk
Chemed Corp.,NYS:CHE,25.2,Medium ESG Risk,234,NYS,CHE,Medium Risk
Chemung Financial Corp.,NAS:CHMG,30.1,High ESG Risk,234,NAS,CHMG,High Risk
Cheniere Energy Partners LP,NYS:CQP,30.3,High ESG Risk,236,NYS,CQP,High Risk
"Cheniere Energy, Inc.",NYS:LNG,21.5,Medium ESG Risk,236,NYS,LNG,Medium Risk
Chesapeake Utilities Corp.,NYS:CPK,37.0,High ESG Risk,236,NYS,CPK,High Risk
Chevron Corp.,NYS:CVX,35.3,High ESG Risk,237,NYS,CVX,High Risk
"Chewy, Inc.",NYS:CHWY,28.3,Medium ESG Risk,237,NYS,CHWY,Medium Risk
"Chicago Atlantic Real Estate Finance, Inc.",NAS:REFI,21.8,Medium ESG Risk,237,NAS,REFI,Medium Risk
Chimera Investment Corp.,NYS:CIM,15.1,Low ESG Risk,238,NYS,CIM,Low Risk
"Chipotle Mexican Grill, Inc.",NYS:CMG,20.1,Medium ESG Risk,258,NYS,CMG,Medium Risk
"Choice Hotels International, Inc.",NYS:CHH,26.7,Medium ESG Risk,259,NYS,CHH,Medium Risk
"ChoiceOne Financial Services, Inc.",NAS:COFS,30.5,High ESG Risk,259,NAS,COFS,High Risk
Chord Energy Corp.,NAS:CHRD,35.1,High ESG Risk,262,NAS,CHRD,High Risk
Chubb Ltd.,NYS:CB,22.4,Medium ESG Risk,263,NYS,CB,Medium Risk
"Church & Dwight Co., Inc.",NYS:CHD,22.7,Medium ESG Risk,265,NYS,CHD,Medium Risk
"Churchill Downs, Inc.",NAS:CHDN,27.5,Medium ESG Risk,265,NAS,CHDN,Medium Risk
Ciena Corp.,NYS:CIEN,14.5,Low ESG Risk,266,NYS,CIEN,Low Risk
Cimpress Plc,NAS:CMPR,7.8,Negligible ESG Risk,266,NAS,CMPR,Low Risk
Cincinnati Financial Corp.,NAS:CINF,23.1,Medium ESG Risk,267,NAS,CINF,Medium Risk
"Cinemark Holdings, Inc.",NYS:CNK,18.6,Low ESG Risk,267,NYS,CNK,Low Risk
Cintas Corp.,NAS:CTAS,17.0,Low ESG Risk,267,NAS,CTAS,Low Risk
"Cipher Mining, Inc.",NAS:CIFR,25.1,Medium ESG Risk,267,NAS,CIFR,Medium Risk
"Cirrus Logic, Inc.",NAS:CRUS,14.5,Low ESG Risk,268,NAS,CRUS,Low Risk
"Cisco Systems, Inc.",NAS:CSCO,12.9,Low ESG Risk,268,NAS,CSCO,Low Risk
"Citigroup, Inc.",NYS:C,22.1,Medium ESG Risk,269,NYS,C,Medium Risk
"Citius Pharmaceuticals, Inc.",NAS:CTXR,34.9,High ESG Risk,269,NAS,CTXR,High Risk
Citizens & Northern Corp.,NAS:CZNC,35.6,High ESG Risk,269,NAS,CZNC,High Risk
"Citizens Financial Group, Inc. (Rhode Island)",NYS:CFG,23.0,Medium ESG Risk,269,NYS,CFG,Medium Risk
"Citizens Financial Services, Inc.",NAS:CZFS,32.1,High ESG Risk,270,NAS,CZFS,High Risk
City Holding Co.,NAS:CHCO,31.6,High ESG Risk,270,NAS,CHCO,High Risk
"City Office REIT, Inc.",NYS:CIO,16.3,Low ESG Risk,270,NYS,CIO,Low Risk
"Civista Bancshares, Inc.",NAS:CIVB,30.0,Medium ESG Risk,270,NAS,CIVB,Medium Risk
"Civitas Resources, Inc.",NYS:CIVI,37.3,High ESG Risk,271,NYS,CIVI,High Risk
Clarivate Plc,NYS:CLVT,19.7,Low ESG Risk,273,NYS,CLVT,Low Risk
"Claros Mortgage Trust, Inc.",NYS:CMTG,19.9,Low ESG Risk,273,NYS,CMTG,Low Risk
Clarus Corp.,NAS:CLAR,16.2,Low ESG Risk,273,NAS,CLAR,Low Risk
Clean Energy Fuels Corp.,NAS:CLNE,33.0,High ESG Risk,273,NAS,CLNE,High Risk
"Clean Harbors, Inc.",NYS:CLH,22.2,Medium ESG Risk,273,NYS,CLH,Medium Risk
"CleanSpark, Inc.",NAS:CLSK,24.6,Medium ESG Risk,274,NAS,CLSK,Medium Risk
"Clear Channel Outdoor Holdings, Inc.",NYS:CCO,16.1,Low ESG Risk,274,NYS,CCO,Low Risk
"Clear Secure, Inc.",NYS:YOU,22.7,Medium ESG Risk,274,NYS,YOU,Medium Risk
"Clearfield, Inc.",NAS:CLFD,19.4,Low ESG Risk,274,NAS,CLFD,Low Risk
"Clearpoint Neuro, Inc.",NAS:CLPT,32.5,High ESG Risk,274,NAS,CLPT,High Risk
