company_name,ticker,esg_score,risk_level,page_number,exchange,clean_ticker,risk_category
"Keurig Dr Pepper, Inc.",NAS:KDP,24.0,Medium ESG Risk,681,NAS,KDP,Medium Risk
KeyCorp,NYS:KEY,22.4,Medium ESG Risk,682,NYS,KEY,Medium Risk
"Keysight Technologies, Inc.",NYS:KEYS,8.9,Negligible ESG Risk,682,NYS,KEYS,Low Risk
"Kezar Life Sciences, Inc.",NAS:KZR,25.3,Medium ESG Risk,682,NAS,KZR,Medium Risk
"Kforce, Inc.",NYS:KFRC,8.6,Negligible ESG Risk,683,NYS,KFRC,Low Risk
Kilroy Realty Corp.,NYS:KRC,13.5,Low ESG Risk,684,NYS,KRC,Low Risk
"Kimball Electronics, Inc.",NAS:KE,4.5,Negligible ESG Risk,684,NAS,KE,Low Risk
Kimbell Royalty Partners LP,NYS:KRP,42.6,Severe ESG Risk,684,NYS,KRP,High Risk
Kimberly-Clark Corp.,NYS:KMB,24.3,Medium ESG Risk,685,NYS,KMB,Medium Risk
Kimco Realty Corp.,NYS:KIM,10.4,Low ESG Risk,685,NYS,KIM,Low Risk
"Kinder Morgan, Inc.",NYS:KMI,23.3,Medium ESG Risk,685,NYS,KMI,Medium Risk
"Kinetik Holdings, Inc.",NYS:KNTK,33.7,High ESG Risk,686,NYS,KNTK,High Risk
"Kingsway Financial Services, Inc.",NYS:KFS,30.5,High ESG Risk,687,NYS,KFS,High Risk
"Kinsale Capital Group, Inc.",NYS:KNSL,28.4,Medium ESG Risk,688,NYS,KNSL,Medium Risk
Kirby Corp.,NYS:KEX,21.0,Medium ESG Risk,689,NYS,KEX,Medium Risk
Kite Realty Group Trust,NYS:KRG,9.8,Negligible ESG Risk,690,NYS,KRG,Low Risk
"KKR & Co., Inc.",NYS:KKR,22.0,Medium ESG Risk,690,NYS,KKR,Medium Risk
KKR Real Estate Finance Trust Inc.,NYS:KREF,17.8,Low ESG Risk,690,NYS,KREF,Low Risk
KLA Corp.,NAS:KLAC,16.2,Low ESG Risk,691,NAS,KLAC,Low Risk
"KLX Energy Services Holdings, Inc.",NAS:KLXE,38.3,High ESG Risk,691,NAS,KLXE,High Risk
"Knight-Swift Transportation Holdings, Inc.",NYS:KNX,18.1,Low ESG Risk,692,NYS,KNX,Low Risk
Knowles Corp.,NYS:KN,17.6,Low ESG Risk,692,NYS,KN,Low Risk
"Kodiak Gas Services, Inc.",NYS:KGS,22.9,Medium ESG Risk,693,NYS,KGS,Medium Risk
"Kodiak Sciences, Inc.",NAS:KOD,25.5,Medium ESG Risk,693,NAS,KOD,Medium Risk
Kohl's Corp.,NYS:KSS,18.1,Low ESG Risk,694,NYS,KSS,Low Risk
"Kontoor Brands, Inc.",NYS:KTB,14.4,Low ESG Risk,697,NYS,KTB,Low Risk
"Koppers Holdings, Inc.",NYS:KOP,24.1,Medium ESG Risk,698,NYS,KOP,Medium Risk
Korn Ferry,NYS:KFY,8.3,Negligible ESG Risk,701,NYS,KFY,Low Risk
Kornit Digital Ltd.,NAS:KRNT,25.0,Medium ESG Risk,701,NAS,KRNT,Medium Risk
"KORU Medical Systems, Inc.",NAS:KRMD,31.0,High ESG Risk,701,NAS,KRMD,High Risk
Kosmos Energy Ltd.,NYS:KOS,27.8,Medium ESG Risk,701,NYS,KOS,Medium Risk
"Kratos Defense & Security Solutions, Inc.",NAS:KTOS,45.9,Severe ESG Risk,703,NAS,KTOS,High Risk
"Krispy Kreme, Inc.",NAS:DNUT,21.0,Medium ESG Risk,703,NAS,DNUT,Medium Risk
"Kronos Worldwide, Inc.",NYS:KRO,27.2,Medium ESG Risk,703,NYS,KRO,Medium Risk
"Krystal Biotech, Inc.",NAS:KRYS,34.3,High ESG Risk,704,NAS,KRYS,High Risk
"Kulicke & Soffa Industries, Inc.",NAS:KLIC,17.9,Low ESG Risk,705,NAS,KLIC,Low Risk
"Kura Oncology, Inc.",NAS:KURA,24.6,Medium ESG Risk,706,NAS,KURA,Medium Risk
"Kura Sushi USA, Inc.",NAS:KRUS,33.5,High ESG Risk,707,NAS,KRUS,High Risk
"KVH Industries, Inc. (Delaware)",NAS:KVHI,20.0,Low ESG Risk,708,NAS,KVHI,Low Risk
"Kymera Therapeutics, Inc.",NAS:KYMR,27.5,Medium ESG Risk,709,NAS,KYMR,Medium Risk
"Kyndryl Holdings, Inc.",NYS:KD,16.6,Low ESG Risk,709,NYS,KD,Low Risk
"L3Harris Technologies, Inc.",NYS:LHX,20.1,Medium ESG Risk,712,NYS,LHX,Medium Risk
"La-Z-Boy, Inc.",NYS:LZB,11.6,Low ESG Risk,712,NYS,LZB,Low Risk
Ladder Capital Corp.,NYS:LADR,17.9,Low ESG Risk,713,NYS,LADR,Low Risk
Lakeland Financial Corp. (Indiana),NAS:LKFN,29.1,Medium ESG Risk,714,NAS,LKFN,Medium Risk
Lam Research Corp.,NAS:LRCX,12.2,Low ESG Risk,714,NAS,LRCX,Low Risk
Lamar Advertising Co.,NAS:LAMR,18.5,Low ESG Risk,714,NAS,LAMR,Low Risk
"Lamb Weston Holdings, Inc.",NYS:LW,22.5,Medium ESG Risk,714,NYS,LW,Medium Risk
Lancaster Colony Corp.,NAS:LANC,28.6,Medium ESG Risk,714,NAS,LANC,Medium Risk
"Lands' End, Inc.",NAS:LE,28.6,Medium ESG Risk,715,NAS,LE,Medium Risk
Landsea Homes Corp.,NAS:LSEA,19.7,Low ESG Risk,716,NAS,LSEA,Low Risk
"Landstar System, Inc.",NAS:LSTR,19.3,Low ESG Risk,716,NAS,LSTR,Low Risk
"Lantheus Holdings, Inc.",NAS:LNTH,33.1,High ESG Risk,716,NAS,LNTH,High Risk
"LanzaTech Global, Inc.",NAS:LNZA,36.6,High ESG Risk,716,NAS,LNZA,High Risk
Las Vegas Sands Corp.,NYS:LVS,20.7,Medium ESG Risk,717,NYS,LVS,Medium Risk
"Latham Group, Inc.",NAS:SWIM,33.9,High ESG Risk,718,NAS,SWIM,High Risk
Lattice Semiconductor Corp.,NAS:LSCC,16.5,Low ESG Risk,718,NAS,LSCC,Low Risk
"Laureate Education, Inc.",NAS:LAUR,18.9,Low ESG Risk,718,NAS,LAUR,Low Risk
"Lazard, Inc.",NYS:LAZ,22.8,Medium ESG Risk,719,NYS,LAZ,Medium Risk
"Lazydays Holdings, Inc.",NAS:GORV,20.8,Medium ESG Risk,719,NAS,GORV,Medium Risk
LCI Industries,NYS:LCII,16.0,Low ESG Risk,719,NYS,LCII,Low Risk
LCNB Corp.,NAS:LCNB,30.0,High ESG Risk,719,NAS,LCNB,High Risk
Lear Corp.,NYS:LEA,11.6,Low ESG Risk,720,NYS,LEA,Low Risk
Legacy Housing Corp.,NAS:LEGH,26.6,Medium ESG Risk,721,NAS,LEGH,Medium Risk
"LegalZoom.com, Inc.",NAS:LZ,20.7,Medium ESG Risk,721,NAS,LZ,Medium Risk
Legend Biotech Corp.,NAS:LEGN,34.0,High ESG Risk,721,NAS,LEGN,High Risk
"Leggett & Platt, Inc.",NYS:LEG,12.5,Low ESG Risk,721,NYS,LEG,Low Risk
"Leidos Holdings, Inc.",NYS:LDOS,17.3,Low ESG Risk,722,NYS,LDOS,Low Risk
"LeMaitre Vascular, Inc.",NAS:LMAT,31.6,High ESG Risk,722,NAS,LMAT,High Risk
"Lemonade, Inc.",NYS:LMND,33.3,High ESG Risk,722,NYS,LMND,High Risk
LendingClub Corp.,NYS:LC,24.6,Medium ESG Risk,722,NYS,LC,Medium Risk
"LendingTree, Inc.",NAS:TREE,29.1,Medium ESG Risk,722,NAS,TREE,Medium Risk
Lennar Corp.,NYS:LEN,26.0,Medium ESG Risk,723,NYS,LEN,Medium Risk
"Lennox International, Inc.",NYS:LII,19.7,Low ESG Risk,723,NYS,LII,Low Risk
"Leonardo DRS, Inc.",NAS:DRS,35.5,High ESG Risk,723,NAS,DRS,High Risk
"Leslie's, Inc.",NAS:LESL,16.4,Low ESG Risk,724,NAS,LESL,Low Risk
Levi Strauss & Co.,NYS:LEVI,13.2,Low ESG Risk,724,NYS,LEVI,Low Risk
"Lexicon Pharmaceuticals, Inc.",NAS:LXRX,25.0,Medium ESG Risk,725,NAS,LXRX,Medium Risk
Lexinfintech Holdings Ltd.,NAS:LX,23.9,Medium ESG Risk,725,NAS,LX,Medium Risk
"LGI Homes, Inc.",NAS:LGIH,23.1,Medium ESG Risk,726,NAS,LGIH,Medium Risk
Li-Cycle Holdings Corp.,NYS:LICY,35.4,High ESG Risk,727,NYS,LICY,High Risk
Liberty Broadband Corp.,NAS:LBRDK,18.6,Low ESG Risk,727,NAS,LBRDK,Low Risk
"Liberty Energy, Inc.",NYS:LBRT,30.4,High ESG Risk,728,NYS,LBRT,High Risk
Liberty Latin America Ltd.,NAS:LILAK,19.0,Low ESG Risk,728,NAS,LILAK,Low Risk
Liberty Media Corp.,NAS:FWONK,19.6,Low ESG Risk,728,NAS,FWONK,Low Risk
"Life Time Group Holdings, Inc.",NYS:LTH,32.0,High ESG Risk,729,NYS,LTH,High Risk
"Life360, Inc.",NAS:LIF,26.3,Medium ESG Risk,729,NAS,LIF,Medium Risk
"Lifestance Health Group, Inc.",NAS:LFST,26.7,Medium ESG Risk,730,NAS,LFST,Medium Risk
"Ligand Pharmaceuticals, Inc.",NAS:LGND,24.5,Medium ESG Risk,730,NAS,LGND,Medium Risk
"Light & Wonder, Inc.",NAS:LNW,32.4,High ESG Risk,731,NAS,LNW,High Risk
"Lightwave Logic, Inc.",NAS:LWLG,33.4,High ESG Risk,731,NAS,LWLG,High Risk
"Limbach Holdings, Inc.",NAS:LMB,26.5,Medium ESG Risk,731,NAS,LMB,Medium Risk
Limoneira Co.,NAS:LMNR,37.1,High ESG Risk,731,NAS,LMNR,High Risk
Lincoln Educational Services Corp.,NAS:LINC,17.4,Low ESG Risk,732,NAS,LINC,Low Risk
"Lincoln Electric Holdings, Inc.",NAS:LECO,21.0,Medium ESG Risk,732,NAS,LECO,Medium Risk
Lincoln National Corp.,NYS:LNC,18.3,Low ESG Risk,732,NYS,LNC,Low Risk
"Lindblad Expeditions Holdings, Inc.",NAS:LIND,37.2,High ESG Risk,732,NAS,LIND,High Risk
Linde Plc,NAS:LIN,11.6,Low ESG Risk,732,NAS,LIN,Low Risk
Lindsay Corp.,NYS:LNN,22.5,Medium ESG Risk,732,NYS,LNN,Medium Risk
Lions Gate Entertainment Corp.,NYS:LGF.A,18.1,Low ESG Risk,734,NYS,LGF.A,Low Risk
Liquidia Corp.,NAS:LQDA,33.8,High ESG Risk,734,NAS,LQDA,High Risk
"Liquidity Services, Inc.",NAS:LQDT,19.7,Low ESG Risk,734,NAS,LQDT,Low Risk
"Lithia Motors, Inc.",NYS:LAD,10.2,Low ESG Risk,734,NYS,LAD,Low Risk
"Littelfuse, Inc.",NAS:LFUS,17.0,Low ESG Risk,735,NAS,LFUS,Low Risk
LivaNova Plc,NAS:LIVN,26.3,Medium ESG Risk,735,NAS,LIVN,Medium Risk
"Live Nation Entertainment, Inc.",NYS:LYV,17.3,Low ESG Risk,735,NYS,LYV,Low Risk
"Live Oak Bancshares, Inc.",NYS:LOB,34.6,High ESG Risk,735,NYS,LOB,High Risk
"LivePerson, Inc.",NAS:LPSN,25.3,Medium ESG Risk,735,NAS,LPSN,Medium Risk
"LiveRamp Holdings, Inc.",NYS:RAMP,23.3,Medium ESG Risk,735,NYS,RAMP,Medium Risk
"LiveWire Group, Inc.",NYS:LVWR,13.1,Low ESG Risk,736,NYS,LVWR,Low Risk
LKQ Corp.,NAS:LKQ,11.0,Low ESG Risk,736,NAS,LKQ,Low Risk
Lockheed Martin Corp.,NYS:LMT,28.1,Medium ESG Risk,737,NYS,LMT,Medium Risk
Loews Corp.,NYS:L,29.1,Medium ESG Risk,737,NYS,L,Medium Risk
"Longboard Pharmaceuticals, Inc.",NAS:LBPH,21.4,Medium ESG Risk,739,NAS,LBPH,Medium Risk
Louisiana-Pacific Corp.,NYS:LPX,20.3,Medium ESG Risk,742,NYS,LPX,Medium Risk
"Lowe's Companies, Inc.",NYS:LOW,11.9,Low ESG Risk,742,NYS,LOW,Low Risk
"LPL Financial Holdings, Inc.",NAS:LPLA,24.6,Medium ESG Risk,742,NAS,LPLA,Medium Risk
"LSB Industries, Inc.",NYS:LXU,42.4,Severe ESG Risk,743,NYS,LXU,High Risk
"LSI Industries, Inc.",NAS:LYTS,26.0,Medium ESG Risk,743,NAS,LYTS,Medium Risk
"LTC Properties, Inc.",NYS:LTC,19.3,Low ESG Risk,743,NYS,LTC,Low Risk
"Lucid Group, Inc.",NAS:LCID,23.9,Medium ESG Risk,744,NAS,LCID,Medium Risk
"lululemon athletica, Inc.",NAS:LULU,14.1,Low ESG Risk,744,NAS,LULU,Low Risk
"Lumen Technologies, Inc. (Louisiana)",NYS:LUMN,27.9,Medium ESG Risk,744,NYS,LUMN,Medium Risk
"Lumentum Holdings, Inc.",NAS:LITE,12.0,Low ESG Risk,745,NAS,LITE,Low Risk
"Luminar Technologies, Inc.",NAS:LAZR,25.0,Medium ESG Risk,745,NAS,LAZR,Medium Risk
"Luna Innovations, Inc.",NAS:LUNA,22.3,Medium ESG Risk,745,NAS,LUNA,Medium Risk
Luxfer Holdings Plc,NYS:LXFR,24.5,Medium ESG Risk,746,NYS,LXFR,Medium Risk
LXP Industrial Trust,NYS:LXP,9.5,Negligible ESG Risk,748,NYS,LXP,Low Risk
"Lyell Immunopharma, Inc.",NAS:LYEL,25.1,Medium ESG Risk,748,NAS,LYEL,Medium Risk
"Lyft, Inc.",NAS:LYFT,21.1,Medium ESG Risk,748,NAS,LYFT,Medium Risk
LyondellBasell Industries NV,NYS:LYB,19.7,Low ESG Risk,748,NYS,LYB,Low Risk
"M/I Homes, Inc.",NYS:MHO,19.3,Low ESG Risk,749,NYS,MHO,Low Risk
M&T Bank Corp.,NYS:MTB,25.3,Medium ESG Risk,749,NYS,MTB,Medium Risk
Macerich Co.,NYS:MAC,12.4,Low ESG Risk,750,NYS,MAC,Low Risk
"MACOM Technology Solutions Holdings, Inc.",NAS:MTSI,43.3,Severe ESG Risk,751,NAS,MTSI,High Risk
"MacroGenics, Inc.",NAS:MGNX,26.7,Medium ESG Risk,751,NAS,MGNX,Medium Risk
"Macy's, Inc.",NYS:M,20.6,Medium ESG Risk,752,NYS,M,Medium Risk
Madison Square Garden Sports Corp.,NYS:MSGS,17.4,Low ESG Risk,752,NYS,MSGS,Low Risk
"Madrigal Pharmaceuticals, Inc.",NAS:MDGL,26.2,Medium ESG Risk,752,NAS,MDGL,Medium Risk
Magic Software Enterprises Ltd.,NAS:MGIC,28.6,Medium ESG Risk,753,NAS,MGIC,Medium Risk
MagnaChip Semiconductor Corp.,NYS:MX,36.9,High ESG Risk,753,NYS,MX,High Risk
"Magnite, Inc.",NAS:MGNI,24.9,Medium ESG Risk,753,NAS,MGNI,Medium Risk
Magnolia Oil & Gas Corp.,NYS:MGY,48.8,Severe ESG Risk,753,NYS,MGY,High Risk
Maiden Holdings Ltd.,NAS:MHLD,34.2,High ESG Risk,754,NAS,MHLD,High Risk
Main Street Capital Corp.,NYS:MAIN,28.1,Medium ESG Risk,755,NYS,MAIN,Medium Risk
"MainStreet Bancshares, Inc.",NAS:MNSB,34.5,High ESG Risk,755,NAS,MNSB,High Risk
"Malibu Boats, Inc.",NAS:MBUU,21.4,Medium ESG Risk,756,NAS,MBUU,Medium Risk
"Mammoth Energy Services, Inc.",NAS:TUSK,30.1,High ESG Risk,757,NAS,TUSK,High Risk
"Manhattan Associates, Inc.",NAS:MANH,17.2,Low ESG Risk,758,NAS,MANH,Low Risk
MannKind Corp.,NAS:MNKD,26.0,Medium ESG Risk,759,NAS,MNKD,Medium Risk
"ManpowerGroup, Inc.",NYS:MAN,8.9,Negligible ESG Risk,759,NYS,MAN,Low Risk
"Marathon Digital Holdings, Inc.",NAS:MARA,29.4,Medium ESG Risk,760,NAS,MARA,Medium Risk
Marathon Oil Corp.,NYS:MRO,39.4,High ESG Risk,760,NYS,MRO,High Risk
Marathon Petroleum Corp.,NYS:MPC,30.3,High ESG Risk,760,NYS,MPC,High Risk
"Maravai Lifesciences Holdings, Inc.",NAS:MRVI,16.1,Low ESG Risk,760,NAS,MRVI,Low Risk
"Marcus & Millichap, Inc.",NYS:MMI,10.1,Low ESG Risk,761,NYS,MMI,Low Risk
Marcus Corp.,NYS:MCS,31.6,High ESG Risk,761,NYS,MCS,High Risk
Marex Group PLC,NAS:MRX,27.1,Medium ESG Risk,761,NAS,MRX,Medium Risk
Marine Products Corp.,NYS:MPX,12.5,Low ESG Risk,761,NYS,MPX,Low Risk
"MarineMax, Inc.",NYS:HZO,17.2,Low ESG Risk,762,NYS,HZO,Low Risk
"Markel Group, Inc.",NYS:MKL,26.6,Medium ESG Risk,762,NYS,MKL,Medium Risk
"MarketAxess Holdings, Inc.",NAS:MKTX,13.9,Low ESG Risk,762,NAS,MKTX,Low Risk
"MarketWise, Inc.",NAS:MKTW,23.2,Medium ESG Risk,762,NAS,MKTW,Medium Risk
"Marqeta, Inc.",NAS:MQ,24.5,Medium ESG Risk,762,NAS,MQ,Medium Risk
"Marriott International, Inc.",NAS:MAR,19.2,Low ESG Risk,763,NAS,MAR,Low Risk
Marriott Vacations Worldwide Corp.,NYS:VAC,26.1,Medium ESG Risk,763,NYS,VAC,Medium Risk
"Marsh & McLennan Cos., Inc.",NYS:MMC,20.0,Low ESG Risk,763,NYS,MMC,Low Risk
Marten Transport Ltd.,NAS:MRTN,19.1,Low ESG Risk,763,NAS,MRTN,Low Risk
"Martin Marietta Materials, Inc.",NYS:MLM,27.5,Medium ESG Risk,764,NYS,MLM,Medium Risk
Martin Midstream Partners LP,NAS:MMLP,47.3,Severe ESG Risk,764,NAS,MMLP,High Risk
"Marvell Technology, Inc.",NAS:MRVL,16.0,Low ESG Risk,765,NAS,MRVL,Low Risk
Masco Corp.,NYS:MAS,22.3,Medium ESG Risk,765,NYS,MAS,Medium Risk
Masimo Corp.,NAS:MASI,31.3,High ESG Risk,765,NAS,MASI,High Risk
"MasTec, Inc.",NYS:MTZ,38.8,High ESG Risk,766,NYS,MTZ,High Risk
"Mastercard, Inc.",NYS:MA,16.1,Low ESG Risk,766,NYS,MA,Low Risk
"Mastercraft Boat Holdings, Inc.",NAS:MCFT,29.2,Medium ESG Risk,766,NAS,MCFT,Medium Risk
Matador Resources Co.,NYS:MTDR,49.3,Severe ESG Risk,767,NYS,MTDR,High Risk
"Match Group, Inc.",NAS:MTCH,16.7,Low ESG Risk,767,NAS,MTCH,Low Risk
Materion Corp.,NYS:MTRN,42.5,Severe ESG Risk,767,NYS,MTRN,High Risk
"Mativ Holdings, Inc.",NYS:MATV,22.0,Medium ESG Risk,767,NYS,MATV,Medium Risk
"Matson, Inc.",NYS:MATX,19.9,Low ESG Risk,767,NYS,MATX,Low Risk
"Mattel, Inc.",NAS:MAT,14.9,Low ESG Risk,768,NAS,MAT,Low Risk
"Matterport, Inc.",NAS:MTTR,22.9,Medium ESG Risk,768,NAS,MTTR,Medium Risk
Matthews International Corp.,NAS:MATW,20.0,Low ESG Risk,768,NAS,MATW,Low Risk
"Maui Land & Pineapple Co., Inc.",NYS:MLP,22.9,Medium ESG Risk,768,NYS,MLP,Medium Risk
"MaxCyte, Inc.",NAS:MXCT,27.5,Medium ESG Risk,769,NAS,MXCT,Medium Risk
Maxeon Solar Technologies Ltd.,NAS:MAXN,27.9,Medium ESG Risk,769,NAS,MAXN,Medium Risk
"MAXIMUS, Inc.",NYS:MMS,15.4,Low ESG Risk,769,NYS,MMS,Low Risk
"MaxLinear, Inc.",NAS:MXL,22.9,Medium ESG Risk,770,NAS,MXL,Medium Risk
"Mayville Engineering Co., Inc.",NYS:MEC,27.9,Medium ESG Risk,770,NYS,MEC,Medium Risk
"MBIA, Inc.",NYS:MBI,33.3,High ESG Risk,771,NYS,MBI,High Risk
"McCormick & Co., Inc.",NYS:MKC,25.8,Medium ESG Risk,772,NYS,MKC,Medium Risk
McDonald's Corp.,NYS:MCD,25.9,Medium ESG Risk,772,NYS,MCD,Medium Risk
McGrath RentCorp,NAS:MGRC,18.7,Low ESG Risk,772,NAS,MGRC,Low Risk
McKesson Corp.,NYS:MCK,13.2,Low ESG Risk,772,NYS,MCK,Low Risk
"MDU Resources Group, Inc.",NYS:MDU,44.4,Severe ESG Risk,773,NYS,MDU,High Risk
"MediaAlpha, Inc.",NYS:MAX,20.7,Medium ESG Risk,774,NYS,MAX,Medium Risk
"Medical Properties Trust, Inc.",NYS:MPW,17.8,Low ESG Risk,775,NYS,MPW,Low Risk
"Medifast, Inc.",NYS:MED,32.7,High ESG Risk,775,NYS,MED,High Risk
"Medpace Holdings, Inc.",NAS:MEDP,17.2,Low ESG Risk,776,NAS,MEDP,Low Risk
Medtronic Plc,NYS:MDT,22.2,Medium ESG Risk,776,NYS,MDT,Medium Risk
MeiraGTx Holdings Plc,NAS:MGTX,28.9,Medium ESG Risk,779,NAS,MGTX,Medium Risk
Melco Resorts & Entertainment Ltd.,NAS:MLCO,24.1,Medium ESG Risk,779,NAS,MLCO,Medium Risk
"MercadoLibre, Inc.",NAS:MELI,22.5,Medium ESG Risk,780,NAS,MELI,Medium Risk
Mercantile Bank Corp.,NAS:MBWM,27.9,Medium ESG Risk,780,NAS,MBWM,Medium Risk
